식품명,식품대분류명,에너지(kcal),단백질(g),지방(g),탄수화물(g),당류(g),식이섬유(g),나트륨(mg),포화지방산(g),채소_보너스,Nutri_Score,최종점수
가래떡,빵 및 과자류,205.0,3.92,0.51,46.11,0.03,0.65,241.0,0.19,0,C,-1.0
가오리찜,찜류,65.5,12.34,1.12,1.99,0.38,1.85,139.0,0.2,0,A,-7.0
가오리콩나물찜,찜류,29.0,2.68,0.84,3.5,0.69,1.3,111.0,0.15,0,B,-2.0
가오리회무침,생채·무침류,47.0,4.7,0.47,6.47,3.54,1.3,164.0,0.09,5,A,-8.0
가자미 매운탕,찌개 및 전골류,31.0,4.45,0.82,1.45,0.37,0.55,121.5,0.14,0,B,-2.0
가자미구이,구이류,138.5,16.7,6.44,1.01,0.0,0.1,303.0,1.16,0,B,-3.0
가자미식해,젓갈류,134.0,11.09,4.81,11.64,3.71,4.1,685.0,0.7,0,B,-3.0
가자미조림,조림류,99.0,12.37,2.52,7.0,2.53,1.7,564.0,0.43,0,C,-1.0
가자미찜,찜류,77.5,11.75,1.95,2.73,0.77,0.7,344.5,0.34,0,B,-3.0
가자미튀김,튀김류,159.5,12.9,9.45,4.22,0.0,0.15,486.5,1.5,0,C,-1.0
가죽나물무침,생채·무침류,76.0,5.83,1.35,10.05,3.81,6.2,276.0,0.19,5,A,-11.0
가지김치,김치류,36.0,2.1,0.77,6.22,2.45,3.5,1592.0,0.15,5,C,1.0
가지나물,나물·숙채류,34.0,1.24,1.5,4.18,1.89,2.1,228.0,0.22,5,A,-6.0
가지냉국,국 및 탕류,19.0,1.1,0.39,3.42,1.4,1.9,654.0,0.08,0,D,4.0
가지볶음,볶음류,33.0,0.91,1.79,3.76,1.8,1.63,179.67,0.28,1,B,-2.0
가지전,전·적 및 부침류,114.0,3.2,6.13,8.88,0.84,2.2,337.0,1.07,0,B,-2.0
가지찜,찜류,120.0,5.6,6.26,10.22,2.64,2.9,401.5,2.35,0,B,-2.0
가지탕수,튀김류,159.67,2.27,6.75,21.99,4.35,2.2,244.67,1.03,0,B,-2.0
간자장,면 및 만두류,139.5,5.21,3.57,21.11,2.0,2.33,399.5,0.89,0,B,-2.0
간재미회무침,생채·무침류,47.0,4.73,0.47,6.47,3.57,1.3,164.0,0.09,5,A,-8.0
갈매기살구이,구이류,312.0,26.98,22.6,0.28,0.09,0.0,124.0,9.82,0,C,3.0
갈비구이,구이류,299.0,20.91,21.03,6.47,4.36,1.04,412.6,7.83,0,C,3.0
갈비찜,찜류,172.0,19.94,6.57,6.95,1.73,2.0,301.0,2.67,0,B,-4.0
갈비탕,국 및 탕류,51.5,3.45,2.8,2.29,0.15,0.2,100.0,0.98,0,B,-2.0
갈치구이,구이류,127.5,9.82,7.34,3.05,1.01,0.1,326.0,1.64,0,B,-3.0
갈치젓,젓갈류,149.0,15.53,5.08,10.28,4.91,6.8,5023.0,1.87,0,C,0.0
갈치조림,조림류,86.33,8.07,3.43,5.5,2.04,0.97,275.67,0.93,0,B,-4.0
갈치찌개,찌개 및 전골류,40.25,4.3,1.42,2.42,0.83,0.72,212.75,0.39,0,C,-1.0
갈치튀김,튀김류,78.0,4.6,5.47,1.85,0.16,0.1,172.0,1.06,0,B,-2.0
감바스,볶음류,303.67,8.81,22.25,17.12,1.57,1.9,555.0,3.31,1,C,-1.0
감자,찜류,70.0,2.16,0.16,15.01,0.86,1.7,3.0,0.03,0,B,-2.0
감자 된장국,국 및 탕류,27.0,1.9,0.55,3.66,0.33,1.15,211.5,0.1,0,C,-1.0
감자 소고기찌개,찌개 및 전골류,50.67,3.33,2.39,3.97,0.67,0.93,288.33,0.66,0,C,-1.0
감자 호박된장국,국 및 탕류,25.0,2.1,0.43,3.51,0.55,1.4,377.0,0.09,0,C,1.0
감자구이,구이류,102.0,1.95,4.07,15.31,0.55,2.65,49.0,1.01,0,B,-3.0
감자국,국 및 탕류,22.0,1.34,0.18,4.09,0.24,0.9,216.5,0.04,0,C,0.0
감자그라탕,구이류,137.33,3.73,7.28,14.41,2.06,2.53,357.0,1.81,0,B,-2.0
감자밥,밥류,130.0,2.4,0.14,28.45,0.01,0.7,2.0,0.05,0,C,-1.0
감자범벅,"곡류, 서류 제품",94.33,2.3,0.05,21.71,4.2,3.1,599.0,0.04,0,C,1.0
감자볶음,볶음류,88.0,1.9,3.08,11.81,0.88,1.9,208.0,0.56,1,B,-3.0
감자빵,빵 및 과자류,211.0,1.33,10.18,45.33,9.33,2.3,307.0,2.53,0,C,2.0
감자샐러드,생채·무침류,138.17,2.3,8.46,13.65,2.28,2.17,380.5,1.32,5,A,-5.0
감자샐러드 샌드위치,빵 및 과자류,108.33,3.07,4.75,13.46,2.27,1.3,216.67,1.21,0,C,-1.0
감자스프,죽 및 스프류,90.33,2.83,4.41,9.44,2.64,0.67,20.0,2.54,0,C,0.0
감자연근튀김,튀김류,149.0,3.8,4.31,22.74,0.38,1.8,405.0,0.85,0,C,-1.0
감자전,전·적 및 부침류,93.0,1.72,3.24,13.75,0.11,1.7,69.0,0.52,0,B,-2.0
감자조림,조림류,92.0,1.8,2.49,15.95,2.25,1.8,282.0,0.38,0,C,-1.0
감자탕,찌개 및 전골류,65.0,4.59,3.34,3.37,0.42,1.3,172.0,0.8,0,B,-3.0
감자튀김,튀김류,114.0,2.1,4.78,15.88,1.41,2.7,376.0,0.73,0,C,-1.0
갑오징어무침,생채·무침류,50.0,5.31,0.74,5.89,3.06,0.8,225.0,0.12,5,A,-7.0
갓김치,김치류,37.0,3.26,0.4,7.07,2.46,3.0,720.0,0.08,5,B,-3.0
강낭콩밥,밥류,111.5,2.25,0.24,24.1,0.08,0.95,1.5,0.08,0,B,-2.0
개고기 수육,찜류,226.0,15.8,17.15,3.1,0.1,1.4,54.0,3.45,0,B,-4.0
개고기무침,생채·무침류,121.0,7.63,8.82,3.76,0.9,2.3,111.0,1.64,5,A,-11.0
개고기전골,찌개 및 전골류,74.0,5.56,5.03,2.35,0.53,1.4,109.0,1.02,0,B,-4.0
개피떡(바람떡),빵 및 과자류,206.0,5.32,0.81,44.3,7.62,2.3,286.0,0.26,0,B,-3.0
건갈치조림,조림류,96.0,11.2,3.68,3.68,1.9,0.3,1051.0,1.0,0,D,5.0
건꼴뚜기조림,조림류,288.0,29.4,13.55,10.14,1.55,0.9,1038.0,1.96,0,D,4.0
건새우 미역국,국 및 탕류,27.25,3.8,1.03,0.95,0.19,0.6,361.5,0.17,0,C,1.0
건새우볶음,볶음류,137.0,13.11,5.38,5.55,1.98,0.5,1004.5,0.85,1,D,4.0
검정콩밥,밥류,130.67,3.03,0.67,27.0,0.29,1.1,1.0,0.14,0,B,-2.0
겉절이,생채·무침류,57.5,2.13,3.04,5.4,2.56,2.95,456.75,0.42,5,A,-5.0
게국지,국 및 탕류,38.0,4.08,1.1,2.88,0.98,2.2,368.0,0.18,0,C,-1.0
게맛살튀김,튀김류,213.0,6.1,8.61,26.31,1.57,0.5,440.0,1.41,0,C,0.0
게살죽,죽 및 스프류,71.0,2.24,0.89,13.42,0.02,0.7,182.0,0.26,0,C,0.0
게장,젓갈류,99.5,12.24,2.8,6.27,3.93,0.9,758.5,0.44,0,C,1.0
게조림,조림류,57.0,11.55,0.5,0.9,0.38,0.1,410.0,0.12,0,B,-2.0
겨자채,생채·무침류,124.0,6.35,8.82,4.14,2.48,1.1,323.0,3.39,5,A,-5.0
견과,"두류, 견과 및 종실류",550.0,17.5,37.5,37.5,17.5,1.2,5.0,3.75,0,D,8.0
경단,빵 및 과자류,277.0,4.27,1.17,62.56,20.55,4.6,194.0,0.32,0,B,-3.0
계란 덮밥,밥류,154.0,4.68,4.05,23.76,1.27,0.85,135.0,1.08,0,B,-2.0
계란빵,빵 및 과자류,158.0,5.97,1.93,27.37,1.36,0.9,192.33,0.6,0,B,-3.0
고구마,"곡류, 서류 제품",135.5,2.06,0.18,31.32,17.38,3.3,44.5,0.04,0,B,-2.0
고구마깻잎튀김,튀김류,169.0,2.6,4.0,29.95,4.94,2.0,354.0,0.72,0,C,-1.0
고구마맛탕,튀김류,160.0,0.75,4.0,31.45,11.22,1.5,10.0,0.64,0,C,0.0
고구마밥,밥류,139.0,2.3,0.35,30.45,1.6,1.0,2.0,0.1,0,B,-2.0
고구마전,전·적 및 부침류,227.0,2.92,7.98,35.99,14.26,3.6,87.0,1.19,0,B,-3.0
고구마조림,조림류,167.0,2.5,0.6,38.58,11.04,3.8,842.0,0.12,0,D,4.0
고구마줄기나물,나물·숙채류,39.0,1.2,2.09,3.93,0.39,2.3,158.0,0.2,5,A,-7.0
고구마튀김,튀김류,210.8,2.3,8.25,31.2,6.3,1.92,62.0,1.3,0,B,-3.0
고기만두,면 및 만두류,103.5,6.0,2.03,14.46,0.13,1.25,201.25,0.43,0,B,-3.0
고들빼기김치,김치류,83.33,3.0,1.09,15.32,4.74,4.87,994.67,0.13,5,C,-1.0
고등어구이,구이류,186.0,13.04,11.84,3.9,1.29,0.1,235.0,2.8,0,B,-3.0
고등어조림,조림류,98.38,8.44,4.77,5.08,2.28,1.35,310.69,1.17,0,B,-4.0
고등어찌개,찌개 및 전골류,38.0,3.5,1.69,2.02,0.9,0.5,193.0,0.43,0,C,-1.0
고등어찜,찜류,92.0,8.6,4.88,3.21,1.02,1.4,159.0,1.15,0,A,-6.0
고등어튀김,튀김류,126.0,6.2,9.68,2.29,0.08,0.1,262.0,1.91,0,B,-2.0
고디국(다슬기맑은국),국 및 탕류,17.0,1.4,0.71,1.58,0.23,0.9,96.0,0.07,0,C,-1.0
고사리나물,나물·숙채류,43.0,2.15,3.31,2.82,0.26,2.05,522.0,0.55,5,B,-4.0
고사리나물무침,나물·숙채류,90.0,3.78,5.52,6.28,0.5,5.6,441.0,0.7,5,A,-9.0
고추잡채,볶음류,80.0,5.48,3.96,4.68,1.8,1.5,179.5,0.94,1,A,-5.0
고추장볶음,볶음류,335.67,9.19,18.31,37.12,15.97,3.57,1612.0,4.9,1,D,6.0
고추장아찌,장아찌·절임류,124.0,2.39,0.63,31.49,11.38,4.8,2026.0,0.11,0,D,5.0
고추장아찌 무침,생채·무침류,62.0,1.5,0.9,13.91,4.8,3.1,697.0,0.15,5,B,-2.0
고추장찌개,찌개 및 전골류,52.5,4.22,1.7,5.56,1.32,1.55,182.5,0.44,0,B,-2.0
고추전,전·적 및 부침류,208.5,10.3,13.02,13.52,1.16,4.75,143.0,2.84,0,A,-9.0
고추조림,조림류,40.0,3.1,0.8,6.89,1.12,2.0,412.0,0.1,0,C,0.0
고추튀김,튀김류,203.75,6.02,9.62,22.35,1.17,2.52,261.5,1.8,0,B,-4.0
고춧가루 양념장,"장류, 양념류",140.0,5.9,7.19,14.39,1.95,4.9,1416.0,1.12,0,C,2.0
고춧잎나물,나물·숙채류,71.0,5.35,2.82,9.82,0.42,3.15,289.5,0.48,5,A,-9.0
고춧잎나물무침,나물·숙채류,88.0,4.41,4.69,7.14,1.51,5.4,797.0,0.74,5,A,-5.0
곤드레나물밥,밥류,149.0,2.94,2.71,28.26,0.93,2.9,26.0,0.26,0,B,-4.0
곤드레밥,밥류,116.6,2.18,0.95,24.86,0.16,3.78,30.8,0.18,0,A,-5.0
곤약무침,생채·무침류,83.0,0.7,7.7,3.62,1.12,1.4,119.0,1.15,5,A,-6.0
곤약조림,조림류,37.0,0.95,1.72,6.18,1.78,2.52,285.5,0.27,0,C,0.0
골뱅이무침,생채·무침류,92.33,8.5,1.15,12.39,5.77,1.67,402.78,0.17,5,A,-8.0
곰치국,국 및 탕류,42.0,5.43,1.18,2.39,0.28,1.9,380.0,0.14,0,B,-2.0
곰탕,국 및 탕류,61.0,3.43,1.65,6.03,0.31,0.6,225.0,0.51,0,C,-1.0
곱창구이,구이류,184.0,14.89,11.73,4.71,1.11,2.1,1315.0,4.11,0,D,6.0
곱창볶음,볶음류,182.33,11.38,8.17,16.22,4.51,2.6,444.33,2.62,1,B,-4.0
곱창전골,찌개 및 전골류,81.5,4.87,3.68,6.62,0.92,2.0,308.5,1.04,0,B,-3.0
과ㆍ채주스,음료 및 차류,40.0,0.22,0.04,6.88,6.77,0.7,3.0,0.0,0,C,0.0
과일샐러드,생채·무침류,87.5,0.58,5.37,10.22,7.77,1.65,37.75,0.8,5,A,-6.0
광어 매운탕,찌개 및 전골류,62.5,8.95,1.74,2.77,0.69,1.05,54.5,0.26,0,A,-6.0
국밥,밥류,75.0,3.45,2.28,10.38,0.05,1.1,181.0,0.6,0,B,-2.0
국수,면 및 만두류,59.0,2.2,0.99,10.98,0.94,0.8,326.0,0.2,0,C,1.0
국수전골,찌개 및 전골류,88.0,3.4,1.83,14.56,1.09,1.2,298.0,0.47,0,C,-1.0
군만두,면 및 만두류,219.0,8.5,9.25,25.22,0.44,5.3,237.0,2.67,0,A,-8.0
굴 국밥,밥류,63.0,1.6,0.32,12.79,0.46,0.5,144.0,0.07,0,C,-1.0
굴 두부찌개,찌개 및 전골류,21.0,2.2,0.66,1.48,0.44,0.5,98.0,0.1,0,C,-1.0
굴 미역국,국 및 탕류,16.0,1.9,0.47,1.9,0.12,1.2,382.0,0.09,0,C,1.0
굴국,국 및 탕류,20.0,2.1,0.58,1.46,0.14,0.4,224.75,0.1,0,C,0.0
굴무침,생채·무침류,41.0,3.3,1.23,4.46,1.64,0.9,310.0,0.21,5,A,-6.0
굴밥,밥류,122.0,4.3,1.95,21.44,0.66,1.0,126.0,0.36,0,B,-3.0
굴비구이,구이류,524.0,59.2,29.72,0.6,0.2,0.0,549.0,6.55,0,E,15.0
굴전,전·적 및 부침류,195.0,10.6,10.5,13.98,1.02,0.6,326.0,2.04,0,B,-2.0
굴죽,죽 및 스프류,107.0,2.4,2.99,16.76,0.19,0.5,196.0,0.48,0,C,0.0
굴찜,찜류,142.0,11.3,4.04,15.7,7.17,2.4,923.0,0.61,0,C,2.0
귀리밥,밥류,162.0,3.9,0.87,34.54,0.09,1.6,0.0,0.16,0,B,-3.0
귤차,음료 및 차류,42.5,0.07,0.0,9.46,9.03,0.3,1.0,0.0,0,C,1.0
근대 된장국,국 및 탕류,12.0,0.92,0.31,1.66,0.33,0.9,214.0,0.05,0,C,0.0
근대나물,나물·숙채류,53.0,2.5,2.86,5.44,0.48,2.8,592.0,0.45,5,B,-4.0
기름장,"장류, 양념류",640.0,0.2,69.06,0.92,0.01,0.3,7518.0,10.06,0,E,29.0
기스면,면 및 만두류,61.0,3.78,1.07,8.98,0.05,0.7,276.0,0.21,0,C,0.0
기장밥,밥류,126.25,2.46,0.32,27.38,0.09,0.69,1.5,0.08,0,C,-1.0
기타빵,빵 및 과자류,329.0,6.0,15.9,44.85,12.1,2.3,256.0,6.3,0,C,2.0
기타차,음료 및 차류,35.0,0.0,0.01,8.54,7.56,0.3,2.0,0.0,0,C,0.0
기피편,빵 및 과자류,220.0,5.45,0.25,48.99,2.08,5.1,281.0,0.13,0,A,-6.0
김구이,구이류,470.0,20.4,30.2,29.0,0.2,24.0,4011.0,3.0,0,E,9.0
김국,국 및 탕류,13.5,0.9,0.27,2.31,0.26,0.5,116.5,0.08,0,C,0.0
김말이튀김,튀김류,132.0,1.1,5.42,19.56,0.02,0.6,183.0,0.87,0,C,1.0
김무침,생채·무침류,259.0,21.17,10.73,19.33,5.73,17.5,1011.0,1.53,5,A,-5.0
김밥,밥류,135.43,4.74,3.56,20.8,0.7,1.52,240.17,0.86,0,B,-2.0
김부각,튀김류,415.0,14.9,18.8,55.06,0.81,11.2,342.0,2.86,0,B,-3.0
김치 고기만두,면 및 만두류,294.0,16.2,5.25,42.39,1.44,3.4,552.0,1.26,0,B,-3.0
김치 돼지고기볶음,볶음류,113.0,8.1,6.61,4.26,2.27,2.0,294.0,2.44,1,A,-5.0
김치 된장국,국 및 탕류,15.0,1.1,0.38,1.97,0.71,1.1,239.0,0.06,0,C,0.0
김치 볶음밥,밥류,129.5,3.8,2.74,21.5,1.01,1.7,152.5,0.57,0,B,-3.0
김치 청국장찌개,찌개 및 전골류,29.5,2.6,0.81,3.12,0.74,1.5,194.0,0.16,0,C,-1.0
김치 콩나물국,국 및 탕류,10.25,1.08,0.22,1.27,0.39,0.78,210.75,0.04,0,C,1.0
김치국,국 및 탕류,12.0,0.9,0.41,1.7,0.49,0.9,190.0,0.07,0,C,0.0
김치만두,면 및 만두류,68.5,5.0,1.79,7.48,0.35,1.25,260.5,0.4,0,B,-3.0
김치볶음,볶음류,66.0,4.2,3.34,5.44,2.57,2.7,444.0,0.46,1,B,-3.0
김치순두부,찌개 및 전골류,38.6,4.37,1.53,1.66,0.82,0.81,172.0,0.33,0,B,-2.0
김치전,전·적 및 부침류,124.57,4.21,4.52,15.84,1.8,1.86,306.43,0.81,0,B,-2.0
김치전골,찌개 및 전골류,56.5,3.06,2.62,5.3,0.8,1.45,185.5,0.45,0,C,-1.0
김치찌개,찌개 및 전골류,41.5,3.64,1.67,2.5,0.94,1.4,245.5,0.42,0,B,-2.0
김치찜,찜류,71.86,6.16,3.47,3.83,1.49,1.41,304.0,1.1,0,B,-2.0
김튀김,튀김류,522.0,11.0,28.9,54.36,0.14,12.2,606.0,5.36,0,E,9.0
깍두기,김치류,32.0,1.34,0.51,5.7,2.34,1.75,743.67,0.04,5,C,1.0
깐쇼새우,튀김류,150.0,7.9,6.28,14.7,5.31,0.8,266.0,1.25,0,B,-3.0
깐풍기,튀김류,156.0,16.0,6.22,7.07,0.24,0.4,637.0,1.01,0,C,1.0
깐풍새우,튀김류,240.0,8.15,13.86,20.56,7.2,2.5,531.0,2.04,0,B,-2.0
깨죽,죽 및 스프류,64.0,1.71,1.99,9.91,0.45,1.2,145.0,0.35,0,B,-2.0
깨찰빵,빵 및 과자류,373.0,3.64,12.73,63.64,7.27,2.3,659.5,4.73,0,D,7.0
깻잎김치,김치류,55.2,3.13,1.47,8.5,2.79,3.98,1400.0,0.23,5,C,0.0
깻잎나물,나물·숙채류,47.0,2.7,1.91,6.0,0.65,3.1,335.0,0.32,5,A,-7.0
깻잎나물볶음,나물·숙채류,103.0,3.75,7.2,5.75,0.3,5.2,521.0,0.85,5,A,-8.0
깻잎장아찌,장아찌·절임류,65.0,3.7,0.72,12.9,5.28,3.9,520.0,0.15,0,B,-2.0
깻잎전,전·적 및 부침류,215.0,11.86,10.32,13.31,0.04,1.8,588.0,2.19,0,C,-1.0
깻잎찜,찜류,59.5,3.5,1.84,8.16,1.45,3.35,575.0,0.3,0,C,0.0
깻잎튀김,튀김류,206.67,5.93,11.76,18.41,0.1,2.03,560.0,2.17,0,C,1.0
껍질콩볶음,볶음류,98.0,3.3,5.08,9.35,2.53,1.2,207.0,0.78,1,B,-3.0
꼬리곰탕,국 및 탕류,67.0,3.9,4.11,2.96,0.23,0.2,182.0,1.17,0,C,-1.0
꼬막무침,찜류,107.0,8.34,4.72,7.69,4.28,1.8,516.0,0.64,0,B,-3.0
꼬막찜,찜류,104.5,12.66,2.2,6.36,0.82,2.3,514.5,0.41,0,B,-3.0
꼬치구이,구이류,122.0,23.4,2.29,1.33,0.97,0.1,116.0,0.97,0,A,-5.0
꼬치구치,전·적 및 부침류,94.0,16.43,1.59,3.53,0.26,0.7,259.0,0.17,0,B,-4.0
꽁치구이,구이류,196.0,21.64,10.1,2.18,0.72,0.1,279.0,1.62,0,B,-3.0
꽁치조림,조림류,85.5,9.7,2.62,5.25,2.06,1.35,356.0,0.55,0,B,-4.0
꽁치찌개,찌개 및 전골류,89.0,7.1,5.18,3.46,1.52,2.3,372.0,1.11,0,B,-3.0
꽁치튀김,튀김류,105.0,5.3,7.84,2.4,0.21,0.1,222.0,1.2,0,B,-2.0
꽃게 매운탕,찌개 및 전골류,31.0,5.7,0.27,1.3,0.59,0.2,169.0,0.06,0,B,-3.0
꽃게장,젓갈류,85.67,9.98,1.01,9.44,5.66,3.3,762.33,0.22,0,C,-1.0
꽃게찜,찜류,52.0,5.9,1.33,5.1,0.91,1.8,217.0,0.21,0,B,-4.0
꽃게콩나물찜,찜류,52.0,5.86,1.34,5.1,0.91,1.8,209.0,0.21,0,B,-4.0
꽃게탕,찌개 및 전골류,23.0,2.92,0.4,1.96,0.84,0.73,245.33,0.06,0,C,0.0
꽈리고추 오징어조림,조림류,135.0,14.3,5.67,6.39,3.45,1.1,388.0,0.98,0,B,-3.0
꽈리고추볶음,볶음류,112.0,7.05,4.77,8.75,2.11,1.45,485.0,0.8,1,B,-2.0
꽈리고추조림,조림류,57.0,7.1,1.21,4.7,1.24,1.2,460.0,0.28,0,C,-1.0
꽈리고추찜,찜류,41.0,1.48,0.76,7.51,0.89,1.5,155.0,0.13,0,C,-1.0
꿀떡,빵 및 과자류,228.0,3.74,1.73,49.48,0.29,0.8,275.0,0.3,0,C,0.0
꿩불고기,구이류,74.0,6.7,1.7,7.94,3.38,2.0,253.0,0.38,0,A,-5.0
나박김치,김치류,10.0,0.46,0.38,1.15,0.34,0.8,377.0,0.02,5,B,-2.0
나베,찌개 및 전골류,170.0,5.41,9.52,15.71,3.53,0.8,413.0,1.46,0,C,0.0
나폴리탄 스파게티,면 및 만두류,116.0,3.6,1.38,22.5,3.81,1.6,206.0,0.29,0,B,-2.0
낙지 덮밥,밥류,92.0,4.03,1.25,15.88,2.15,1.2,159.67,0.22,0,B,-3.0
낙지 비빔밥,밥류,88.0,4.3,1.31,14.72,1.25,1.0,176.0,0.24,0,B,-3.0
낙지 삼겹살 볶음,볶음류,151.0,9.1,10.55,3.73,1.88,0.6,341.0,4.07,1,C,-1.0
낙지무침,생채·무침류,59.0,9.6,0.37,4.5,1.53,1.3,452.0,0.05,5,A,-7.0
낙지볶음,볶음류,91.0,6.9,2.54,8.21,4.45,1.6,537.0,0.38,1,B,-2.0
낙지전골,찌개 및 전골류,51.0,5.47,1.14,3.72,0.96,1.5,484.0,0.33,0,C,0.0
낙지찜,찜류,74.0,5.47,4.31,3.81,0.89,1.2,217.0,0.67,0,B,-3.0
낙지탕,국 및 탕류,31.0,4.9,0.53,1.73,0.32,0.6,284.0,0.07,0,C,-1.0
낙지탕(맑은탕),국 및 탕류,16.0,3.0,0.16,0.8,0.26,0.3,142.0,0.02,0,C,-1.0
난자완스,튀김류,188.33,8.84,12.38,10.03,0.66,1.27,355.0,4.0,0,C,-1.0
내장전골,찌개 및 전골류,58.0,5.41,2.88,2.89,0.72,1.1,128.0,0.84,0,B,-4.0
내장탕,국 및 탕류,52.0,4.01,3.25,1.64,0.26,1.3,256.5,1.13,0,B,-2.0
냉국,국 및 탕류,21.5,0.28,0.41,4.18,2.59,0.55,237.5,0.01,0,C,1.0
냉면,면 및 만두류,96.0,3.43,0.72,13.35,3.39,1.2,197.0,0.21,0,B,-2.0
냉이 된장국,국 및 탕류,16.5,1.52,0.42,2.0,0.47,1.02,210.0,0.07,0,C,0.0
냉이나물,나물·숙채류,72.0,3.71,1.96,10.57,5.82,4.45,450.0,0.31,5,A,-7.0
냉이초나물,나물·숙채류,77.0,4.2,2.47,12.32,2.92,4.7,261.0,0.41,5,A,-11.0
냉채,생채·무침류,75.5,8.6,1.44,6.96,6.2,1.7,245.0,0.35,5,A,-10.0
넙치(광어)회덮밥,밥류,77.0,4.27,1.06,12.64,1.92,0.8,85.0,0.16,0,B,-2.0
넙치구이,구이류,116.0,13.6,6.33,0.03,0.01,0.0,615.0,0.91,0,C,0.0
노각무침,생채·무침류,56.0,1.73,1.2,9.53,4.58,2.3,545.0,0.13,5,B,-3.0
녹두빈대떡,전·적 및 부침류,175.5,9.2,5.66,21.16,1.47,2.45,293.0,1.08,0,A,-5.0
녹두전,전·적 및 부침류,92.0,5.0,4.22,8.41,0.18,3.23,22.67,0.73,0,A,-6.0
누룽지,밥류,78.0,1.41,0.08,17.12,0.7,0.75,7.0,0.03,0,C,0.0
느타리버섯 구이,구이류,60.0,2.1,4.44,5.75,1.53,3.0,372.0,0.67,0,C,-1.0
느타리버섯볶음,볶음류,46.0,1.62,3.1,4.15,1.34,1.9,198.0,0.42,1,B,-3.0
느타리버섯튀김,튀김류,212.0,5.93,12.72,17.95,0.31,1.23,556.67,2.31,0,C,2.0
다슬기 된장국,국 및 탕류,22.67,2.1,0.68,2.56,0.42,1.2,130.67,0.08,0,B,-2.0
다시마무침,생채·무침류,57.25,2.97,2.82,6.94,0.72,4.07,1069.75,0.46,5,C,0.0
다시마조림,조림류,60.5,3.1,3.37,6.99,0.96,3.4,509.5,0.52,0,C,0.0
다시마튀각,튀김류,246.0,1.4,23.61,20.02,11.82,6.8,589.0,3.48,0,C,3.0
다식,빵 및 과자류,369.0,8.3,4.48,73.97,26.65,8.8,13.0,0.89,0,B,-4.0
다쿠아즈,빵 및 과자류,447.0,8.33,26.65,43.39,38.13,3.0,51.0,12.93,0,E,15.0
단무지,장아찌·절임류,13.0,0.33,0.2,2.4,0.47,1.3,552.0,0.03,0,D,4.0
단무지무침,생채·무침류,32.8,0.83,1.38,4.47,1.46,2.72,599.2,0.21,5,B,-3.0
단호박 샐러드,생채·무침류,125.0,1.2,9.28,10.27,3.45,2.4,84.0,1.36,5,A,-7.0
단호박조림,조림류,80.33,2.5,1.06,17.25,4.99,5.1,922.0,0.19,0,C,3.0
단호박찜,찜류,41.0,0.93,0.16,10.04,3.63,2.0,2.0,0.03,0,B,-2.0
달걀,수·조·어·육류,150.0,12.8,10.65,0.63,0.32,0.0,127.0,3.02,0,B,-3.0
달걀 샐러드,생채·무침류,139.67,5.63,10.38,5.71,0.75,0.7,189.67,2.11,5,A,-6.0
달걀국,국 및 탕류,19.0,1.6,0.94,0.94,0.19,0.2,205.0,0.32,0,C,0.0
달걀말이,전·적 및 부침류,169.0,10.66,12.41,2.3,0.52,0.3,328.0,2.99,0,B,-2.0
달걀부침(달걀후라이),전·적 및 부침류,184.0,11.04,13.46,3.07,0.18,0.0,306.0,3.29,0,C,-1.0
달걀조림,조림류,90.25,7.4,4.02,5.35,2.4,0.1,505.75,1.32,0,C,0.0
달걀찜,찜류,75.0,6.5,4.32,1.66,0.62,0.2,329.0,1.33,0,B,-2.0
달걀탕,국 및 탕류,29.0,1.78,2.04,0.94,0.19,0.8,101.0,0.37,0,C,-1.0
달걀튀김,튀김류,256.0,10.2,16.26,14.74,0.58,0.7,121.0,3.31,0,B,-3.0
달걀후라이,전·적 및 부침류,181.0,11.0,13.1,3.06,0.2,0.0,262.0,3.24,0,B,-2.0
달래 된장국,국 및 탕류,38.5,3.0,1.85,2.56,0.8,1.2,188.0,0.46,0,C,-1.0
달래무침,생채·무침류,65.0,2.38,2.51,9.04,3.96,2.82,482.0,0.37,5,A,-5.0
닭가슴살 샐러드,생채·무침류,42.67,4.07,1.89,2.29,1.18,0.73,62.33,0.39,5,A,-7.0
닭강정,튀김류,182.5,15.7,5.26,16.72,3.86,0.2,264.5,0.87,0,B,-4.0
닭고기 덮밥,밥류,97.5,5.2,0.63,16.85,0.81,0.57,105.75,0.16,0,B,-3.0
닭고기 미역국,국 및 탕류,21.0,3.2,0.74,0.71,0.01,0.5,191.0,0.18,0,C,-1.0
닭고기 샐러드,생채·무침류,95.0,7.33,5.98,2.94,0.77,0.77,382.33,0.9,5,A,-6.0
닭고기 탕수,튀김류,95.0,7.4,3.15,8.8,2.66,0.4,60.0,0.64,0,B,-4.0
닭고기냉채,생채·무침류,69.67,10.4,0.89,5.51,3.1,1.53,20.0,0.21,5,A,-11.0
닭고기육개장,국 및 탕류,35.25,3.8,1.49,1.82,0.41,0.75,132.5,0.38,0,B,-2.0
닭곰탕,국 및 탕류,51.2,5.59,1.88,2.76,0.31,0.42,170.4,0.47,0,B,-3.0
닭구이,구이류,110.0,11.19,3.77,3.31,1.22,0.2,277.0,1.05,0,B,-3.0
닭꼬치구이,구이류,181.0,32.1,2.58,5.55,3.8,0.1,122.0,0.41,0,A,-5.0
